,FU.SHF,SC.INE,LU.INE,BU.SHF,RU.SHF,SP.SHF,OP.SHF,LG.DCE,L.DCE,V.DCE,PP.DCE,EG.DCE,EB.DCE,PG.DCE,BZ.DCE,TA.ZCE,MA.ZCE,FG.ZCE,SA.ZCE,PF.ZCE,PX.ZCE,SH.ZCE,PL.ZCE
20151216,29.00773222312581,0.0,0.0,-101.57562423574961,111.323934760984,0.0,0.0,0.0,99.74073755814526,54.10003238994706,-35.74824138695013,0.0,0.0,0.0,0.0,-13.217549089954563,39.09071964144348,81.39288525900925,0.0,0.0,0.0,0.0,0.0
20151217,28.6938535254945,0.0,0.0,-101.2248648531605,113.1229081963478,0.0,0.0,0.0,105.88487510339345,72.53733230670238,-29.98081836798473,0.0,0.0,0.0,0.0,-29.260356062979714,40.49861130177288,77.48144191311096,0.0,0.0,0.0,0.0,0.0
20151218,29.35358819979664,0.0,0.0,-99.47148826668501,114.08753768315175,0.0,0.0,0.0,111.44679814406379,92.56844609655965,-24.164110498522252,0.0,0.0,0.0,0.0,-46.862371540297126,42.69264698400324,74.77209102274419,0.0,0.0,0.0,0.0,0.0
20151221,30.66670862056356,0.0,0.0,-98.9146787438722,113.74122156277642,0.0,0.0,0.0,115.90511760948493,113.06004598770028,-17.558792339765596,0.0,0.0,0.0,0.0,-63.228768454353215,47.23519961773229,72.72219007555769,0.0,0.0,0.0,0.0,0.0
20151222,32.985576553132894,0.0,0.0,-97.49349252292862,113.72577718469067,0.0,0.0,0.0,125.98744403203452,144.20704064335632,-8.962722102472343,0.0,0.0,0.0,0.0,-78.13203679711258,55.9621356537771,71.93851628322679,0.0,0.0,0.0,0.0,0.0
20151223,35.9585561984731,0.0,0.0,-94.93007848197199,113.48197593974805,0.0,0.0,0.0,136.91273809186873,174.86512381488643,1.2972822474819836,0.0,0.0,0.0,0.0,-92.19230481331303,67.33418158545149,71.260144501909,0.0,0.0,0.0,0.0,0.0
20151224,39.59644701350568,0.0,0.0,-91.09601275066838,114.1804938368027,0.0,0.0,0.0,147.94256507153588,201.1325485192807,14.094153124228779,0.0,0.0,0.0,0.0,-104.05396814976962,80.92430839640546,71.89245577617729,0.0,0.0,0.0,0.0,0.0
20151225,44.67591175335852,0.0,0.0,-86.86203158584453,115.01305879601102,0.0,0.0,0.0,157.53469865892575,225.7147070271532,28.32995652542751,0.0,0.0,0.0,0.0,-113.9177490203386,96.06585455549444,72.2274706601759,0.0,0.0,0.0,0.0,0.0
20151228,50.932833811714374,0.0,0.0,-82.31178222607332,113.44520292540194,0.0,0.0,0.0,164.33760231435917,243.94391715805727,42.27326619405485,0.0,0.0,0.0,0.0,-122.0116899219795,110.64511106040705,71.62400238680702,0.0,0.0,0.0,0.0,0.0
20151229,56.41283932200205,0.0,0.0,-77.28216507395908,112.10606581550012,0.0,0.0,0.0,170.2114996826791,257.4903002316654,56.79097605094505,0.0,0.0,0.0,0.0,-127.35967288810643,125.80362302142575,70.47081252727293,0.0,0.0,0.0,0.0,0.0
20151230,61.939792769820166,0.0,0.0,-72.18378403287477,110.8537647403903,0.0,0.0,0.0,174.99149974941272,267.84811126621946,71.12936933730755,0.0,0.0,0.0,0.0,-129.70775541731464,142.26113667787544,69.32323030453779,0.0,0.0,0.0,0.0,0.0
20151231,69.07514847492864,0.0,0.0,-67.29739036015559,109.36975690036982,0.0,0.0,0.0,179.46132895912535,274.68181883723184,85.06780351248985,0.0,0.0,0.0,0.0,-129.53873523772413,160.61711888106598,67.69323979939688,0.0,0.0,0.0,0.0,0.0
20160104,76.76046762747073,0.0,0.0,-62.52481380219602,106.18098942796988,0.0,0.0,0.0,182.30120729494305,278.1244184461204,98.27205221519958,0.0,0.0,0.0,0.0,-127.46565915443139,177.39372388504574,65.03373697734422,0.0,0.0,0.0,0.0,0.0
20160105,80.14467261606748,0.0,0.0,-56.10752903747251,103.19727891438433,0.0,0.0,0.0,183.54017831383652,278.3616565470571,109.83847756954387,0.0,0.0,0.0,0.0,-123.97742891161474,191.4796921225589,61.42538975261972,0.0,0.0,0.0,0.0,0.0
20160106,80.71152093689777,0.0,0.0,-50.660474748563786,99.14283287656983,0.0,0.0,0.0,189.04518118511078,266.83672200779995,125.16695508793248,0.0,0.0,0.0,0.0,-121.030883192157,206.26297893145943,55.72404265557367,0.0,0.0,0.0,0.0,0.0
20160107,78.84635641310138,0.0,0.0,-45.95696033327101,94.0456801389776,0.0,0.0,0.0,192.62049774863166,250.98746396965802,136.56915858341011,0.0,0.0,0.0,0.0,-117.7464522767037,217.5308238832667,49.33250660021347,0.0,0.0,0.0,0.0,0.0
20160108,77.38401540123262,0.0,0.0,-41.698957600215905,88.30594219375503,0.0,0.0,0.0,194.7109238047852,235.50958216590638,144.46591740723923,0.0,0.0,0.0,0.0,-114.9455469788725,225.54137911773537,42.470788784273545,0.0,0.0,0.0,0.0,0.0
20160111,76.03933965650009,0.0,0.0,-37.52191813928279,81.12381502917995,0.0,0.0,0.0,194.37553519534794,216.51375249590896,149.60254754824365,0.0,0.0,0.0,0.0,-113.28249546306317,227.0883428424817,35.42243884502587,0.0,0.0,0.0,0.0,0.0
20160112,74.67336966181622,0.0,0.0,-33.76712792229832,73.97018703086738,0.0,0.0,0.0,194.18749996922264,199.8563121269097,153.5120941631278,0.0,0.0,0.0,0.0,-112.28335238041475,227.07573766571622,27.737003237642504,0.0,0.0,0.0,0.0,0.0
20160113,70.4067259248178,0.0,0.0,-30.73201541656004,66.11447295149334,0.0,0.0,0.0,192.99730757135563,184.52024614480618,155.51342638350258,0.0,0.0,0.0,0.0,-115.51963880382382,224.23656667726632,18.46830235701676,0.0,0.0,0.0,0.0,0.0
20160114,64.57019508822269,0.0,0.0,-28.2071602537794,57.67451758204841,0.0,0.0,0.0,190.57924212215596,169.38420885401996,156.16796754930579,0.0,0.0,0.0,0.0,-122.81925730618505,217.97650019322685,7.047817837823976,0.0,0.0,0.0,0.0,0.0
20160115,54.02433944227338,0.0,0.0,-25.765810044525573,48.83454947836863,0.0,0.0,0.0,187.38078743940753,154.0470248660025,156.23893835959194,0.0,0.0,0.0,0.0,-133.01972818478856,208.87237758174768,-5.986041916979806,0.0,0.0,0.0,0.0,0.0
20160118,39.91215001414303,0.0,0.0,-23.836822869960717,41.74909200919958,0.0,0.0,0.0,183.87207436340472,139.19940176757646,155.43543679267287,0.0,0.0,0.0,0.0,-145.39226796881562,199.77648080982297,-15.796108477739153,0.0,0.0,0.0,0.0,0.0
20160119,30.517211347989672,0.0,0.0,-21.41390237830292,35.553997529782954,0.0,0.0,0.0,179.39586551605856,126.14931701572762,155.34216008208142,0.0,0.0,0.0,0.0,-157.5230924951509,191.14533459011878,-21.901243006711578,0.0,0.0,0.0,0.0,0.0
20160120,24.970185040619477,0.0,0.0,-18.364992149753185,30.144310114316927,0.0,0.0,0.0,168.82649359965814,113.90551467914113,149.4202190690635,0.0,0.0,0.0,0.0,-167.05140206837996,177.61415132367537,-25.418034931558008,0.0,0.0,0.0,0.0,0.0
20160121,22.326972022867043,0.0,0.0,-15.170195446789368,25.512930354353443,0.0,0.0,0.0,159.4003777950026,104.6240358214616,145.78493093030534,0.0,0.0,0.0,0.0,-175.64870199087727,164.82495441698327,-25.783701156031402,0.0,0.0,0.0,0.0,0.0
20160122,18.518524144572694,0.0,0.0,-11.548558131487049,21.533872237264553,0.0,0.0,0.0,150.27992434362693,98.14685286388712,143.70017828834392,0.0,0.0,0.0,0.0,-181.48570456349282,152.74456528962725,-20.15029259480718,0.0,0.0,0.0,0.0,0.0
20160125,14.15795049162764,0.0,0.0,-7.5350369163707835,19.151062497953458,0.0,0.0,0.0,142.90729476516955,94.25794880775621,142.65476759680968,0.0,0.0,0.0,0.0,-185.1205607537494,144.72688005294108,-13.159196044652157,0.0,0.0,0.0,0.0,0.0
20160126,6.092904091246464,0.0,0.0,-2.895503718703016,17.777001807434967,0.0,0.0,0.0,136.82873078081118,92.41448906056465,144.03466201646788,0.0,0.0,0.0,0.0,-187.06303889350392,138.5608465348362,-4.7339415914133,0.0,0.0,0.0,0.0,0.0
20160127,-0.6902863516340417,0.0,0.0,2.537259584450232,17.32538950501247,0.0,0.0,0.0,132.56366471351765,93.24148069725575,145.88097197510092,0.0,0.0,0.0,0.0,-184.70383149816433,135.34404306290344,8.287874447554096,0.0,0.0,0.0,0.0,0.0
20160128,-8.34045453509539,0.0,0.0,8.519993513877406,17.132871589502717,0.0,0.0,0.0,129.704338760006,95.00033861848067,148.47131543966356,0.0,0.0,0.0,0.0,-179.67412209970482,132.18149779077172,20.691419623223204,0.0,0.0,0.0,0.0,0.0
20160129,-12.174590008356265,0.0,0.0,14.567423420035828,17.35654921924249,0.0,0.0,0.0,127.58551008004338,97.80702597034275,150.54167654560305,0.0,0.0,0.0,0.0,-170.90205622307127,129.0160615799843,31.17289840690617,0.0,0.0,0.0,0.0,0.0
20160201,-12.420637542088617,0.0,0.0,21.144352912814448,17.532465073927945,0.0,0.0,0.0,125.68286685086248,101.45103976335942,153.03814938082763,0.0,0.0,0.0,0.0,-159.7969635789424,126.18540629948711,34.43285570177057,0.0,0.0,0.0,0.0,0.0
20160202,-10.030189093723994,0.0,0.0,27.33895785499658,16.958060543799405,0.0,0.0,0.0,124.88261812446758,104.83716219063646,154.2922457412786,0.0,0.0,0.0,0.0,-150.43299894632324,122.93055667470767,30.116078798308195,0.0,0.0,0.0,0.0,0.0
20160203,-6.74237254385798,0.0,0.0,33.51020535612615,15.906857583901012,0.0,0.0,0.0,124.08655403643033,108.46592223175841,156.01105554141202,0.0,0.0,0.0,0.0,-141.17085463951236,119.71013947593353,20.06195197580489,0.0,0.0,0.0,0.0,0.0
20160204,-2.043746975094044,0.0,0.0,40.04817868155918,14.893193939361405,0.0,0.0,0.0,123.11514954737231,114.18817092614673,158.2399554625898,0.0,0.0,0.0,0.0,-130.19400175902985,116.37337718763138,10.99034737277338,0.0,0.0,0.0,0.0,0.0
20160205,5.0274862129044795,0.0,0.0,45.72437896593211,13.334052275445291,0.0,0.0,0.0,122.19982105490892,119.45205230554416,159.60744994758437,0.0,0.0,0.0,0.0,-119.91011688286031,113.81386053559643,-3.722226394936982,0.0,0.0,0.0,0.0,0.0
20160215,12.191698236955673,0.0,0.0,51.03035306118854,12.170886938467632,0.0,0.0,0.0,121.36325764133994,126.4059919843921,159.48867084171687,0.0,0.0,0.0,0.0,-108.72191672944962,113.67029235742862,-16.738451682618283,0.0,0.0,0.0,0.0,0.0
20160216,21.207811133347967,0.0,0.0,56.58254123992882,11.55914969306103,0.0,0.0,0.0,119.99066541479192,133.5149444451536,157.57659648050114,0.0,0.0,0.0,0.0,-96.68651748626715,114.19858712412119,-30.76221792071283,0.0,0.0,0.0,0.0,0.0
20160217,31.204870655949474,0.0,0.0,61.751244445277806,10.89329026957854,0.0,0.0,0.0,117.68520974828093,136.5809397325974,154.18436911102316,0.0,0.0,0.0,0.0,-84.02562811964326,113.95468432210505,-39.08421133087225,0.0,0.0,0.0,0.0,0.0
20160218,41.87379339747612,0.0,0.0,66.63504867919366,10.565198540724543,0.0,0.0,0.0,114.84437812988617,139.26091728863466,150.47121675142836,0.0,0.0,0.0,0.0,-69.79117398947383,115.26617802136056,-38.362268944623914,0.0,0.0,0.0,0.0,0.0
20160219,47.96046034523965,0.0,0.0,71.8942408043551,10.86579078313719,0.0,0.0,0.0,111.44950415032004,141.43535373044443,146.60778625531321,0.0,0.0,0.0,0.0,-55.32673649220385,117.76713449944896,-27.94331569549841,0.0,0.0,0.0,0.0,0.0
20160222,52.02412318960521,0.0,0.0,77.03371955571687,12.201654272747716,0.0,0.0,0.0,108.82758384266906,144.09461111342515,143.0875973420063,0.0,0.0,0.0,0.0,-39.765371621128274,122.21146315121055,-2.2700200523621903,0.0,0.0,0.0,0.0,0.0
20160223,50.69915543910143,0.0,0.0,82.87462804001049,14.269279222397293,0.0,0.0,0.0,107.61116501986325,148.30661059238506,140.59786992862635,0.0,0.0,0.0,0.0,-22.70353611241892,128.25749413790567,32.7481721087415,0.0,0.0,0.0,0.0,0.0
20160224,44.3712497235838,0.0,0.0,88.14494128665505,16.76616510313918,0.0,0.0,0.0,106.41826930301163,152.9289496237136,137.54848299040196,0.0,0.0,0.0,0.0,-4.249038804730413,132.15526551118677,76.8466245873736,0.0,0.0,0.0,0.0,0.0
20160225,33.57336527976997,0.0,0.0,92.56038807852354,19.03883423717111,0.0,0.0,0.0,105.4857403598639,156.5403653381248,133.51247196280696,0.0,0.0,0.0,0.0,13.06562931818579,135.05649201680416,120.34546026899343,0.0,0.0,0.0,0.0,0.0
20160226,21.187292048480735,0.0,0.0,97.05165006640084,20.45400867558602,0.0,0.0,0.0,103.82290424642538,160.64416256902112,129.4555047758086,0.0,0.0,0.0,0.0,27.04570664788912,134.20745659792806,165.95831003175837,0.0,0.0,0.0,0.0,0.0
20160229,7.774864934503357,0.0,0.0,101.37899202834214,19.725246965346408,0.0,0.0,0.0,102.14464131522158,162.936807076745,126.36867231744705,0.0,0.0,0.0,0.0,38.5834711906514,129.73269217863847,211.34926531538818,0.0,0.0,0.0,0.0,0.0
20160301,-6.971531998317813,0.0,0.0,104.54814168118305,17.250065835740116,0.0,0.0,0.0,101.12915986120922,165.88555305789149,123.44232201459954,0.0,0.0,0.0,0.0,50.44206365563674,123.00375748219531,257.44951184206724,0.0,0.0,0.0,0.0,0.0
20160302,-22.89995045730414,0.0,0.0,107.34145949627336,14.453059368396913,0.0,0.0,0.0,101.09775811264458,171.0359074475582,122.53975300755285,0.0,0.0,0.0,0.0,64.04538620373424,115.27403636624385,293.95046292262725,0.0,0.0,0.0,0.0,0.0
20160303,-37.07295566187291,0.0,0.0,109.76647345952479,12.021991870406795,0.0,0.0,0.0,101.45561719342624,176.49484953961266,122.10669296934779,0.0,0.0,0.0,0.0,79.37403769760513,105.3911460643676,322.0663519479104,0.0,0.0,0.0,0.0,0.0
20160304,-47.362378794084535,0.0,0.0,112.2464056006008,12.790335281546431,0.0,0.0,0.0,102.5350779964328,182.7951184083727,122.443948306948,0.0,0.0,0.0,0.0,96.36291742376085,94.28604284568814,343.2492645756184,0.0,0.0,0.0,0.0,0.0
20160307,-57.03159431204856,0.0,0.0,112.96348335933374,16.887104347896514,0.0,0.0,0.0,102.00218531725713,188.21825612932273,122.99717813664763,0.0,0.0,0.0,0.0,114.56982658958773,82.23662813263131,347.8360995559408,0.0,0.0,0.0,0.0,0.0
20160308,-66.12450078965131,0.0,0.0,111.02303273564948,23.38730389805167,0.0,0.0,0.0,99.76606033467228,189.68602808751723,123.15257477003215,0.0,0.0,0.0,0.0,132.17329424987275,69.49454550409806,348.898289504577,0.0,0.0,0.0,0.0,0.0
20160309,-72.88319692521236,0.0,0.0,108.79664875361581,30.344456452518862,0.0,0.0,0.0,96.98266856281916,190.35443529647202,123.26584503454612,0.0,0.0,0.0,0.0,147.76089033743636,60.80835183036193,345.060418861964,0.0,0.0,0.0,0.0,0.0
20160310,-77.7990224720288,0.0,0.0,105.86189477010244,37.31643238549567,0.0,0.0,0.0,91.64398594540702,189.09044612445547,123.57103869265504,0.0,0.0,0.0,0.0,160.59286174532272,54.03279095652938,335.19600910827273,0.0,0.0,0.0,0.0,0.0
20160311,-81.8806226920602,0.0,0.0,103.10299866147545,45.96042812217638,0.0,0.0,0.0,85.67160229592537,186.59583546354824,122.09237185314461,0.0,0.0,0.0,0.0,173.8269063496519,51.19453157384724,321.02943523284745,0.0,0.0,0.0,0.0,0.0
20160314,-85.3315975249344,0.0,0.0,99.91085700422384,56.53198386522272,0.0,0.0,0.0,77.56693345022947,183.63176395737776,121.06819333083115,0.0,0.0,0.0,0.0,185.48630673627687,50.71798240737564,302.8905850642306,0.0,0.0,0.0,0.0,0.0
20160315,-86.64144487824599,0.0,0.0,96.78539763346384,67.1834322898505,0.0,0.0,0.0,67.33704607351578,178.30594667453548,119.62639904661444,0.0,0.0,0.0,0.0,193.7390670498468,51.44752145613704,282.3767027609912,0.0,0.0,0.0,0.0,0.0
20160316,-84.44521054716856,0.0,0.0,93.42202368790745,77.69792275922518,0.0,0.0,0.0,56.5633269940854,173.86112647862174,117.43883521724577,0.0,0.0,0.0,0.0,197.57731703248268,53.08497069501739,262.4155700026276,0.0,0.0,0.0,0.0,0.0
20160317,-80.84342503480535,0.0,0.0,89.88306517496716,87.91990131039248,0.0,0.0,0.0,46.521047719429795,169.77529848092598,114.54699576734888,0.0,0.0,0.0,0.0,197.0951161254216,57.11995255008721,241.99072608481433,0.0,0.0,0.0,0.0,0.0
20160318,-77.34639645243796,0.0,0.0,85.63202306898306,94.3067702577923,0.0,0.0,0.0,37.708071110513394,168.72539306495204,112.40964676681283,0.0,0.0,0.0,0.0,192.60526286121234,63.359390668181405,221.2300735775399,0.0,0.0,0.0,0.0,0.0
20160321,-73.7056904502561,0.0,0.0,82.41119343198382,96.52364485585244,0.0,0.0,0.0,31.245645842589717,167.31651116746605,110.17767342821017,0.0,0.0,0.0,0.0,184.09096138350966,71.15127811969566,204.00188223506854,0.0,0.0,0.0,0.0,0.0
20160322,-69.2032903786321,0.0,0.0,80.60258127394728,95.6084501782213,0.0,0.0,0.0,24.268068387958415,166.3061848215754,105.93285731104065,0.0,0.0,0.0,0.0,173.96110066437132,79.08053654342044,182.74508804647442,0.0,0.0,0.0,0.0,0.0
20160323,-64.49714688831092,0.0,0.0,79.05031433697118,92.99957533011307,0.0,0.0,0.0,16.58728131256245,164.8667993442791,101.17307233617045,0.0,0.0,0.0,0.0,163.23904108457893,85.91198652418413,159.85319922670402,0.0,0.0,0.0,0.0,0.0
20160324,-59.47261657566023,0.0,0.0,77.05703612545004,89.62753962823271,0.0,0.0,0.0,10.20975144833003,160.07261228269084,96.29254595180076,0.0,0.0,0.0,0.0,150.80205464552546,89.81978667052368,137.42111274802397,0.0,0.0,0.0,0.0,0.0
20160325,-56.29063203591291,0.0,0.0,74.81396342035197,85.54692953287054,0.0,0.0,0.0,4.942195927529801,153.2515282048483,92.98196260091001,0.0,0.0,0.0,0.0,138.59113502498562,91.76447577370558,114.51545338893399,0.0,0.0,0.0,0.0,0.0
20160328,-53.303468182190315,0.0,0.0,72.22195207869176,80.27482167226138,0.0,0.0,0.0,0.530967220923386,143.07456806552585,89.19686057534634,0.0,0.0,0.0,0.0,127.77309073147794,90.46366340029931,91.07650787857911,0.0,0.0,0.0,0.0,0.0
20160329,-50.3249642177463,0.0,0.0,69.38151042725545,74.6896846739982,0.0,0.0,0.0,-4.583481012840652,130.34283723728066,85.50885273316305,0.0,0.0,0.0,0.0,120.100000030712,86.61613773358081,68.23292930513306,0.0,0.0,0.0,0.0,0.0
20160330,-48.303727428099606,0.0,0.0,66.38465193366304,68.38099625159138,0.0,0.0,0.0,-11.667424910202936,114.85026894578891,81.84033102357971,0.0,0.0,0.0,0.0,112.52557229292579,79.33606727698445,45.10296855272785,0.0,0.0,0.0,0.0,0.0
20160331,-47.23870557467315,0.0,0.0,62.99399705443534,60.868619218356855,0.0,0.0,0.0,-20.600806074022472,96.68012124058797,77.92247699315854,0.0,0.0,0.0,0.0,105.40315016038839,67.82156505709827,23.2301061498217,0.0,0.0,0.0,0.0,0.0
20160401,-45.90912539303415,0.0,0.0,59.2393571376223,53.00684027707983,0.0,0.0,0.0,-30.273848834262402,74.2130663199222,72.75323493040733,0.0,0.0,0.0,0.0,98.70399851280709,51.46026861137388,1.8138852905155374,0.0,0.0,0.0,0.0,0.0
20160405,-44.511204877960154,0.0,0.0,55.42319828072878,45.13652935991221,0.0,0.0,0.0,-41.99967275692349,50.51991020797812,66.7579679808108,0.0,0.0,0.0,0.0,91.98961174482824,27.853322253147006,-22.397541370480518,0.0,0.0,0.0,0.0,0.0
20160406,-42.90147438202908,0.0,0.0,51.522253670901556,36.95115193735635,0.0,0.0,0.0,-54.303463898559244,26.632589723647254,62.07176199629462,0.0,0.0,0.0,0.0,84.5997641267667,0.38958261839559327,-46.242885525978906,0.0,0.0,0.0,0.0,0.0
20160407,-41.720175313199306,0.0,0.0,47.335868012112925,29.18170523380588,0.0,0.0,0.0,-67.78629475983011,1.3212619611971774,57.063481564225256,0.0,0.0,0.0,0.0,76.87516734574601,-33.31851208260827,-65.64842568026788,0.0,0.0,0.0,0.0,0.0
20160408,-40.85689899893758,0.0,0.0,44.10816877940401,21.792869742502226,0.0,0.0,0.0,-82.36522570213216,-21.52901052731695,51.34504727685034,0.0,0.0,0.0,0.0,71.12206839927623,-67.64132881387067,-83.10811019000695,0.0,0.0,0.0,0.0,0.0
20160411,-39.88576403403146,0.0,0.0,40.7977669335407,16.283483132972894,0.0,0.0,0.0,-97.27986718048501,-43.56859129999982,45.19095957529824,0.0,0.0,0.0,0.0,65.36620691223399,-101.33023534077462,-97.9655184152361,0.0,0.0,0.0,0.0,0.0
20160412,-39.41882702879387,0.0,0.0,38.11359982924388,13.507138670697419,0.0,0.0,0.0,-111.30523737788292,-63.36212974977089,38.78475349151924,0.0,0.0,0.0,0.0,59.20902636421952,-131.59303460344177,-105.74042869781809,0.0,0.0,0.0,0.0,0.0
20160413,-39.46453777181663,0.0,0.0,35.975459784517355,14.216630739995045,0.0,0.0,0.0,-122.83035076563161,-80.55969432093917,31.935876500888913,0.0,0.0,0.0,0.0,51.586241725723255,-156.25471895703316,-110.52544134113153,0.0,0.0,0.0,0.0,0.0
20160414,-40.186017399941065,0.0,0.0,34.44061102867362,17.525681568144556,0.0,0.0,0.0,-133.78015221661417,-97.06585674290466,24.56096052618009,0.0,0.0,0.0,0.0,45.69462148600861,-173.94221098955504,-113.37789671671612,0.0,0.0,0.0,0.0,0.0
20160415,-41.369090361441636,0.0,0.0,33.62105659117795,22.15671065926275,0.0,0.0,0.0,-144.53837670183208,-112.90790700040063,16.793293751199673,0.0,0.0,0.0,0.0,39.6258226570709,-186.88825822396723,-114.38632253653091,0.0,0.0,0.0,0.0,0.0
20160418,-42.564269845378824,0.0,0.0,33.300609506647795,28.020108549276223,0.0,0.0,0.0,-156.01047188131662,-129.01574339585974,8.316795777974066,0.0,0.0,0.0,0.0,32.679354393022166,-196.9104894367549,-113.42779453716776,0.0,0.0,0.0,0.0,0.0
20160419,-43.64136965557917,0.0,0.0,33.21712628354853,34.92205306451815,0.0,0.0,0.0,-166.17346112018456,-143.7221737731018,-1.166902579858902,0.0,0.0,0.0,0.0,26.102603949194048,-201.53253215982642,-105.69634140139067,0.0,0.0,0.0,0.0,0.0
20160420,-44.94741191252972,0.0,0.0,33.74258979518239,44.028515391980505,0.0,0.0,0.0,-176.61343448822927,-154.92784892183926,-12.47681645717433,0.0,0.0,0.0,0.0,20.669009713540873,-201.6787410774313,-93.6149341989807,0.0,0.0,0.0,0.0,0.0
20160421,-46.0048789957057,0.0,0.0,35.28171424570283,56.67294302949226,0.0,0.0,0.0,-178.21384256926726,-159.18215413180627,-22.99491952595955,0.0,0.0,0.0,0.0,17.85927774430743,-191.3984932990905,-80.87698348081469,0.0,0.0,0.0,0.0,0.0
20160422,-46.862265609114964,0.0,0.0,37.471783194635876,68.14881628802442,0.0,0.0,0.0,-176.36997326429633,-161.21431244592878,-33.589809470117174,0.0,0.0,0.0,0.0,16.604886896925695,-177.3451678926756,-66.80849489358454,0.0,0.0,0.0,0.0,0.0
20160425,-47.71497008716263,0.0,0.0,40.14482753748988,78.11688288377492,0.0,0.0,0.0,-171.99388460556054,-160.1600633124437,-43.83693652101529,0.0,0.0,0.0,0.0,17.70505943026178,-160.98044511694826,-52.45726748010962,0.0,0.0,0.0,0.0,0.0
20160426,-48.82102298016334,0.0,0.0,43.10726073990948,86.2243441679661,0.0,0.0,0.0,-166.08758022009278,-157.4185668627815,-53.16245267566069,0.0,0.0,0.0,0.0,20.808569645221997,-144.58748497920357,-43.32780262233544,0.0,0.0,0.0,0.0,0.0
20160427,-49.397666380937586,0.0,0.0,46.224621827520984,92.22622685741601,0.0,0.0,0.0,-159.46925211708793,-152.98011445561525,-61.577594633195,0.0,0.0,0.0,0.0,25.241568850827797,-129.95881312219007,-36.21497287449514,0.0,0.0,0.0,0.0,0.0
20160428,-49.256464441453765,0.0,0.0,48.70742013761161,94.93476091633484,0.0,0.0,0.0,-150.67511999228503,-146.64665912990645,-69.24618751739249,0.0,0.0,0.0,0.0,28.875398375456466,-118.60113772603192,-31.333534361553546,0.0,0.0,0.0,0.0,0.0
20160429,-49.528362833718425,0.0,0.0,50.84127458770921,96.25951726679257,0.0,0.0,0.0,-140.62312006545685,-137.95707530492996,-76.13742780762873,0.0,0.0,0.0,0.0,32.87932894794354,-107.74446909424371,-28.12984014869146,0.0,0.0,0.0,0.0,0.0
20160503,-50.60231519261592,0.0,0.0,51.86252177321019,96.34695076914248,0.0,0.0,0.0,-130.45193191505905,-127.86346729464715,-84.36316341941207,0.0,0.0,0.0,0.0,36.57763747433104,-96.33735584061156,-27.49482593190092,0.0,0.0,0.0,0.0,0.0
20160504,-52.31167434553034,0.0,0.0,52.471245660029865,93.90516862762391,0.0,0.0,0.0,-121.28010795685736,-117.95279208101297,-92.23995625421612,0.0,0.0,0.0,0.0,39.96868664139204,-85.74275738475009,-29.98279640470158,0.0,0.0,0.0,0.0,0.0
20160505,-53.90141855626448,0.0,0.0,52.00014417314924,87.44250172694076,0.0,0.0,0.0,-110.89130373638406,-110.18130003707401,-98.2852032391999,0.0,0.0,0.0,0.0,41.318558382501195,-77.06850066481071,-36.207080510438864,0.0,0.0,0.0,0.0,0.0
20160506,-54.89424597836849,0.0,0.0,49.8352442015978,75.93358062922549,0.0,0.0,0.0,-107.61593452945962,-107.55854630027927,-105.00032842672674,0.0,0.0,0.0,0.0,38.73359882788411,-73.62156362612212,-47.61343636342218,0.0,0.0,0.0,0.0,0.0
20160509,-55.82532271295687,0.0,0.0,46.10189569368115,62.98809664486849,0.0,0.0,0.0,-105.87165378837338,-105.67498466449692,-111.20026656618566,0.0,0.0,0.0,0.0,33.094333270032436,-71.97214778991045,-60.88085876591017,0.0,0.0,0.0,0.0,0.0
20160510,-55.87525746903193,0.0,0.0,40.99666765089261,46.617377635127134,0.0,0.0,0.0,-105.94365830082764,-105.4749237180938,-117.49973696799744,0.0,0.0,0.0,0.0,22.89493467568774,-72.53210813930374,-75.58130454561567,0.0,0.0,0.0,0.0,0.0
20160511,-55.55478737558502,0.0,0.0,34.82173315678857,27.466404611565924,0.0,0.0,0.0,-106.8522979962909,-105.44368434485287,-123.53334813775234,0.0,0.0,0.0,0.0,8.896680269535189,-73.98669514763597,-90.65375928588664,0.0,0.0,0.0,0.0,0.0
20160512,-54.850272503292196,0.0,0.0,27.76022337691905,6.075654354954727,0.0,0.0,0.0,-108.40043029331964,-105.89359435707657,-129.0851609084807,0.0,0.0,0.0,0.0,-9.21321775342425,-76.9641028396539,-103.99150426680076,0.0,0.0,0.0,0.0,0.0
20160513,-53.45181312797651,0.0,0.0,20.115498898109717,-15.164422546215985,0.0,0.0,0.0,-110.51911986660882,-106.62820375289434,-134.13394554211348,0.0,0.0,0.0,0.0,-30.752325288950686,-81.40430285866032,-115.526629645932,0.0,0.0,0.0,0.0,0.0
20160516,-51.15335314837299,0.0,0.0,12.13152562844935,-37.02271459715526,0.0,0.0,0.0,-112.32578899005418,-108.0561919220086,-138.29790141415327,0.0,0.0,0.0,0.0,-54.509890525445165,-86.85542037854457,-124.49997930674313,0.0,0.0,0.0,0.0,0.0
20160517,-48.180574780408406,0.0,0.0,4.78022178803938,-58.956496999731975,0.0,0.0,0.0,-113.91236650091761,-109.6544073375255,-139.67480940967877,0.0,0.0,0.0,0.0,-76.72339705202407,-92.32782628871718,-131.02908346577198,0.0,0.0,0.0,0.0,0.0
