,AD.SHF,AO.SHF,NI.SHF,PB.SHF,SN.SHF,ZN.SHF
20150216,0.0,0.0,0.0,-38.20356576195721,0.0,-37.905848518367826
20150217,0.0,0.0,0.0,-39.70181523344342,0.0,-40.82456630717789
20150225,0.0,0.0,0.0,-42.967273610119875,0.0,-44.08980360495882
20150226,0.0,0.0,0.0,-45.82144506581271,0.0,-46.616591578449395
20150227,0.0,0.0,0.0,-47.11243434212353,0.0,-47.93441915247394
20150302,0.0,0.0,0.0,-48.44493570970669,0.0,-49.69733049152361
20150303,0.0,0.0,0.0,-49.7987306907968,0.0,-51.3513692119392
20150304,0.0,0.0,0.0,-50.89592310891401,0.0,-41.77482395238896
20150305,0.0,0.0,0.0,-51.81166424962319,0.0,-33.93346223135429
20150306,0.0,0.0,0.0,-52.55171426864302,0.0,-27.517177656359134
20150309,0.0,0.0,0.0,-53.18328791964074,0.0,-34.74980115141642
20150310,0.0,0.0,0.0,-53.873876459005665,0.0,-40.587422256351175
20150311,0.0,0.0,0.0,-55.113042205009705,0.0,-46.558008480511546
20150312,0.0,0.0,0.0,-56.0977411698079,0.0,-51.796992433803595
20150313,0.0,0.0,0.0,-56.85463848048027,0.0,-56.28972333412821
20150316,0.0,0.0,0.0,-56.735891995868876,0.0,-59.885396382343544
20150317,0.0,0.0,0.0,-46.18947803517681,0.0,-63.71626914538555
20150318,0.0,0.0,0.0,-37.561367766462766,0.0,-66.24693794263138
20150319,0.0,0.0,0.0,-30.508243112199107,0.0,-67.9573006835965
20150320,0.0,0.0,0.0,-35.030061063058525,0.0,-69.88772054151477
20150323,0.0,0.0,0.0,-28.432829795466823,0.0,-71.57924135348222
20150324,0.0,0.0,0.0,-22.972452923891044,0.0,-73.84602203349645
20150325,0.0,0.0,0.0,-18.573300626907333,0.0,-73.52863880396848
20150326,0.0,0.0,0.0,-14.985501003005352,0.0,-73.10283344573662
20150327,0.0,0.0,0.0,-12.020685152494123,0.0,-74.789806818846
20150330,0.0,0.0,0.0,-9.593601741088289,0.0,-76.03779500279232
20150331,0.0,0.0,0.0,-7.612003071475372,0.0,-77.08409668118031
20150401,0.0,0.0,0.0,-5.988724576331986,0.0,-78.44029959776387
20150402,0.0,0.0,0.0,-4.661286144645222,0.0,-81.70777974094545
20150403,0.0,0.0,0.0,-3.5755489518286225,0.0,-85.05735602845549
20150407,0.0,0.0,0.0,7.725207908071157,0.0,-88.21832749694285
20150408,0.0,0.0,0.0,16.428015544194807,0.0,-89.97296791301059
20150409,0.0,0.0,0.0,23.567112226874926,0.0,-91.33411519959077
20150410,0.0,0.0,0.0,29.386024910355157,0.0,-92.2665475924763
20150413,0.0,0.0,0.0,34.05075289588209,0.0,-93.36779538570893
20150414,0.0,0.0,0.0,35.36165461960764,0.0,-92.29755850080596
20150415,0.0,0.0,0.0,36.48216878503906,0.0,-91.28748811526765
20150416,0.0,0.0,0.0,36.123981075938275,0.0,-89.43124451417417
20150417,0.0,0.0,0.0,35.7337405201878,0.0,-73.52510700797225
20150420,0.0,0.0,0.0,35.51667178646708,0.0,-60.52005444979885
20150421,0.0,0.0,0.0,35.16761580762412,0.0,-49.88170648713908
20150422,0.0,0.0,0.0,35.00802090386606,0.0,-41.135072881688906
20150423,0.0,0.0,0.0,35.01143339284396,0.0,-34.004769191281376
20150424,0.0,0.0,0.0,34.875675181652625,0.0,-12.625131043720774
20150427,0.0,0.0,0.0,34.38168232927311,0.0,4.867300167919715
20150428,0.0,0.0,0.0,33.973321875177334,0.0,19.175416052402547
20150429,0.0,0.0,0.0,33.555012653522425,0.0,29.632919114270585
20150430,0.0,0.0,0.0,33.210128465399876,0.0,37.365122617044086
20150504,0.0,0.0,0.0,32.96051260062758,0.0,42.60453563294175
20150505,0.0,0.0,0.0,32.75662828730332,0.0,46.767837321949834
20150506,0.0,0.0,0.0,32.588852413857865,0.0,49.68498436294809
20150507,0.0,0.0,0.0,32.41361834709356,0.0,51.63676816480437
20150508,0.0,0.0,0.0,32.269593448152435,0.0,52.277663035902314
20150511,0.0,0.0,0.0,31.44302435107605,0.0,52.1977177689016
20150512,0.0,0.0,0.0,30.789763466773458,0.0,52.01368714827258
20150513,0.0,0.0,2.213810550697357,30.93532759713722,2.37513555560135,52.137261113432764
20150514,0.0,0.0,3.899764958165545,30.932832153846803,4.224552354779205,51.60311250134857
20150515,0.0,0.0,5.4135935286959596,31.32514383289244,5.97325451820254,50.84798484727991
20150518,0.0,0.0,6.533084383712194,31.881954375337084,2.3811582934677253,50.01485478643272
20150519,0.0,0.0,7.448311316603246,32.18549588080272,-0.5765806163752335,49.38052952697644
20150520,0.0,0.0,8.13600357076241,32.762271805747766,-3.222889541041212,48.833204320745814
20150521,0.0,0.0,8.62943279506541,33.21528267541055,-5.363484914299586,48.605601241786204
20150522,0.0,0.0,8.849449727552965,33.503608263065395,-6.98009303973035,47.95193360382083
20150525,0.0,0.0,9.00935723636589,34.09364920450419,-8.159770617883188,47.5508368881028
20150526,0.0,0.0,9.131959704670553,34.78648487359924,-9.09036388566725,47.22228891812575
20150527,0.0,0.0,9.256816354633495,35.28832091851639,-9.848669467462916,46.88190002601312
20150528,0.0,0.0,5.659604001764523,36.29642329690512,-10.754549620175455,47.03232795160622
20150529,0.0,0.0,6.553423456349214,37.060134071859395,-11.442502304555667,47.479919862985
20150601,0.0,0.0,7.2910032922737855,37.64926775215883,-12.091905836334346,47.583087125326735
20150602,0.0,0.0,3.7417759323105875,38.12909664184884,-12.730638627113088,47.86275574034656
20150603,0.0,0.0,0.7866850824282394,38.53141058335535,-13.292656718586782,48.14167748837417
20150604,0.0,0.0,2.697074354811189,38.878565892891245,-8.005241916760061,48.466157531320206
20150605,0.0,0.0,-0.35683625089862425,39.23826149515812,-10.328152245340297,49.7914721605966
20150608,0.0,0.0,-2.8569445881446334,40.91175929005233,-12.264518028450443,50.9664747477541
20150609,0.0,0.0,-4.901759942912966,42.24823246986147,-13.85153233526162,51.598244343627655
20150610,0.0,0.0,-6.4854295818493,34.37109567796408,-15.22496512468041,51.96790766839782
20150611,0.0,0.0,-7.826121785943792,27.91781247558732,-16.602814178159548,42.29437315215832
20150612,0.0,0.0,-8.914585042390293,22.592538999399924,-17.773082721701044,34.35112315971719
20150615,0.0,0.0,-9.881380442926453,18.234964933988294,-18.799322436978258,27.85218307898913
20150616,0.0,0.0,-10.484935889609845,14.707823455792763,-19.460207040551598,22.54097025294916
20150617,0.0,0.0,-11.001127521196297,11.82003309902333,-20.0091548891871,7.325068745203187
20150618,0.0,0.0,-11.428884962946,0.025163409969194844,-20.411278118087363,-5.102396288525023
20150619,0.0,0.0,-12.101340570367551,-9.969904714989928,-21.06177288787554,-15.483838657776515
20150623,0.0,0.0,-12.640895700159232,-16.68712770484928,-23.418122689907953,-23.98366156648464
20150624,0.0,0.0,-13.025245765978756,-22.371401725905756,-24.95581341797845,-30.49897003110949
20150625,0.0,0.0,-15.899549384542674,-26.697576405861533,-31.657277119744123,-35.80912282032364
20150626,0.0,0.0,-18.151764475467242,-29.964380897151855,-37.247149541534284,-39.17557892326007
20150629,0.0,0.0,-19.908133410972297,-32.59029234194397,-41.7156034581064,-42.02597105687829
20150630,0.0,0.0,-21.442427488180854,-34.762076658353706,-45.38330568327484,-45.4397954252766
20150701,0.0,0.0,-22.270477718570536,-35.872681050320686,-48.35642876606596,-47.82692961046053
20150702,0.0,0.0,-22.63593840309915,-36.88254429241129,-47.72937686079141,-49.963661720726186
20150703,0.0,0.0,-23.504108220102367,-37.71402066687655,-47.09226970895434,-51.59533574020726
20150706,0.0,0.0,-24.085665560132977,-30.70895856675779,-46.052735887204186,-50.85973374163003
20150707,0.0,0.0,-24.55872601682566,-31.78677239244101,-45.18089358719474,-50.35526936473446
20150708,0.0,0.0,-24.46530674881537,-32.40292819813905,-43.7187254871718,-49.11627559943243
20150709,0.0,0.0,-24.690770690175796,-32.9119672723335,-42.578770000745315,-48.08443941620325
20150710,0.0,0.0,-24.766169125137747,-32.561134837817505,-40.9764663059714,-45.4087079718871
20150713,0.0,0.0,-24.50804609869887,-30.868632239242395,-38.440868732477384,-41.88803972569967
20150714,0.0,0.0,-24.206196271661675,-29.467539761000506,-36.3642235339009,-38.97896843544478
20150715,0.0,0.0,-24.03945579671729,-28.510103805366406,-34.72424346785709,-36.61701476841883
20150716,0.0,0.0,-23.580310791082244,-27.453359592448958,-33.28222644945636,-34.569464418070375
20150717,0.0,0.0,-22.981825367585888,-26.576123044358663,-32.10175298800929,-32.80014539736043
20150720,0.0,0.0,-22.460279928313437,-25.86735636475309,-31.135493924635487,-31.391363095027355
20150721,0.0,0.0,-22.073400118041686,-25.386882895839506,-30.313251280621124,-30.227294753929264
20150722,0.0,0.0,-21.786133915729327,-25.004631141010353,-29.65935154506075,-29.306384603835006
20150723,0.0,0.0,-21.34884157081327,-24.729409704351223,-29.130168631156003,-28.566023851899008
20150724,0.0,0.0,-20.94268282503435,-24.41095217436087,-28.57822811380335,-27.82927580106718
20150727,0.0,0.0,-20.625394140263822,-24.137542393410342,-28.194298228920303,-27.246304153775263
20150728,0.0,0.0,-20.362085374766956,-23.85338249548858,-27.888021413451508,-26.683764820701615
20150729,0.0,0.0,-20.33048957428761,-19.422326896692294,-27.65242201035904,-26.212440699960176
20150730,0.0,0.0,-20.490120845714703,-15.796871694628074,-27.91983367383297,-25.843087260946465
20150731,0.0,0.0,-20.56284901997241,-12.836009500826455,-28.004852050818243,-25.39458332675485
20150803,0.0,0.0,-20.607821125366417,-10.410164820257476,-28.03087379649581,-25.12821021541908
20150804,0.0,0.0,-20.63695215251506,-8.424924218424746,-28.052893072150805,-24.905253322268557
20150805,0.0,0.0,-20.954640458106198,-6.799142607070113,-28.409591046466957,-24.776499669754173
20150806,0.0,0.0,-21.22262323843478,-1.3347297793398143,-28.701801064799838,-24.638078739387453
20150807,0.0,0.0,-21.69955167181433,3.579047455117073,-29.631696746253603,-25.28127969043475
20150810,0.0,0.0,-22.296457577988402,9.262405380773972,-32.448501755972295,-27.228972855076275
20150811,0.0,0.0,-22.852556813212136,13.878015422063948,-34.752656153274984,-28.731870406503184
20150812,0.0,0.0,-23.431634892334323,17.35110317598185,-36.62616732468477,-29.84311669575821
20150813,0.0,0.0,-24.261292754238603,20.997406462039923,-38.381026284727234,-24.273163146828676
20150814,0.0,0.0,-25.499708869404667,24.033195852030843,-39.989717124594314,-19.711759213289838
20150817,0.0,0.0,-26.6928020536318,26.346256545019887,-41.259361233298655,-15.983664995820606
20150818,0.0,0.0,-27.566344426783832,27.96270884341535,-42.58677488931445,-19.544706924710358
20150819,0.0,0.0,-28.22175772100575,29.174238568137188,-43.98692228626893,-15.847089350752073
20150820,0.0,0.0,-29.3949609134317,29.981727202239252,-45.15850887125234,-19.307557473818807
20150821,0.0,0.0,-23.896049132023208,31.12104817488453,-47.35908600343251,-15.644078730518855
20150824,0.0,0.0,-19.399797596624392,32.09227761843467,-49.15342872771911,-12.64671313794023
20150825,0.0,0.0,-22.808460069054586,32.994559060821715,-50.015683535130734,-10.186331020488451
20150826,0.0,0.0,-24.094199433800345,33.52887470928782,-48.47951499769737,-8.184656852189661
20150827,0.0,0.0,-24.47905716342341,33.93971211329463,-47.75203582580909,-6.545961942988831
20150828,0.0,0.0,-24.961569826954875,35.593072492433194,-48.47383576289618,-12.758391024402666
20150831,0.0,0.0,-25.071350142609347,36.74404649229461,-49.29026496711839,-18.19661205772601
20150901,0.0,0.0,-24.74742543421548,37.81016659529075,-49.40752469191258,-22.193496601356504
20150902,0.0,0.0,-24.427463448367583,38.92693996455266,-49.325398249450544,-26.156723906638277
20150907,0.0,0.0,-24.18273488223977,39.82699001460364,-49.16170708405268,-29.599178546816223
20150908,0.0,0.0,-23.94257083748583,40.39029269139788,-49.176426874089195,-32.26592435188815
20150909,0.0,0.0,-23.72281373661363,40.75810292393415,-49.04327310071762,-34.56308777729976
20150910,0.0,0.0,-23.528195796050692,40.83813640626774,-48.911777633598774,-36.749268374118046
20150911,0.0,0.0,-23.339127189031096,41.22691073350576,-48.84740248052748,-29.891342954957114
20150914,0.0,0.0,-23.134561333737768,41.83387722513577,-48.81199997916281,-24.276784204747674
20150915,0.0,0.0,-22.94464094172768,42.32195754731214,-48.57401888375145,-19.680392068486164
20150916,0.0,0.0,-22.756102615314035,42.769946787557934,-48.316108485888826,-15.925368748148212
20150917,0.0,0.0,-22.587539737806228,43.72388241582817,-48.09248279222969,-20.323665975745897
20150918,0.0,0.0,-22.284707381981317,44.68853081816829,-47.71061356510943,-16.466748117594175
20150921,0.0,0.0,-22.118151023348254,46.00926623950671,-47.40047507218896,-13.304670199195934
20150922,0.0,0.0,-21.99730607300763,47.20313339437597,-47.18308439585914,-18.30219129007054
20150923,0.0,0.0,-21.932752734004637,47.727217128690576,-46.97271365928045,-20.61246022395482
20150924,0.0,0.0,-21.84999175577504,48.62942596582566,-46.78397056708941,-22.46085160200435
20150925,0.0,0.0,-22.311368916145224,49.8895304562125,-49.7151432856264,-24.278459110028425
20150928,0.0,0.0,-23.487239259968174,50.885867119978194,-52.733133936480044,-25.5805305229486
20150929,0.0,0.0,-24.484695404454786,51.76746464995104,-55.20491958731273,-26.659714381909073
20150930,0.0,0.0,-25.62044175217604,52.324840356583245,-56.033601299419495,-27.48991804083031
20151008,0.0,0.0,-26.93084659672767,52.869365170912616,-57.401895392653046,-28.449700945105285
20151009,0.0,0.0,-28.025702045475793,50.58387514625147,-59.573157227472684,-28.564804040289065
20151012,0.0,0.0,-29.07336076607854,48.28888205360814,-60.455929018638706,-28.5992996772064
20151013,0.0,0.0,-29.500570171156905,46.23004426897313,-60.47710001193334,-27.613854385264396
20151014,0.0,0.0,-29.808563227869982,44.54852080710053,-60.63060570036761,-26.594743254216144
20151015,0.0,0.0,-30.0933039465171,43.41098339547059,-60.743024179294636,-25.76543586641359
20151016,0.0,0.0,-30.587668559449487,42.69236708339524,-60.52512773455353,-25.168461101657574
20151019,0.0,0.0,-30.96026130040072,42.10407334294113,-58.55030522296476,-24.670824133579828
20151020,0.0,0.0,-25.197943562854114,41.540316264919795,-56.839874240294805,-24.247288537933244
20151021,0.0,0.0,-26.578597116275574,33.826163302896305,-55.55133937035497,-23.940341288123314
20151022,0.0,0.0,-27.859448501155768,27.514771510030553,-54.521568337994985,-23.812201222333826
20151023,0.0,0.0,-29.584074037814585,22.35976585675217,-53.86842751768823,-23.71280945573057
20151026,0.0,0.0,-30.959857138882203,18.142159750940117,-53.321735828114775,-23.577189711702395
20151027,0.0,0.0,-31.89691174514056,14.691865890401546,-52.9156469285497,-23.444891874393566
20151028,0.0,0.0,-32.326218866538255,11.863926074222027,-52.43795192215328,-24.044635950579977
20151029,0.0,0.0,-32.830045308298104,9.551328002578451,-52.658690279507034,-24.623903983743062
20151030,0.0,0.0,-33.27783292337997,7.659738310902097,-51.60007336415954,-25.0503471733578
20151102,0.0,0.0,-33.64199404168847,6.111902528350769,-50.70619065228357,-25.472050279309368
20151103,0.0,0.0,-33.353424331716944,4.848992343645908,-49.80062265373556,-25.549190269819746
20151104,0.0,0.0,-33.091944744308265,3.8154862584882,-49.43571890888689,-25.684211882655653
20151105,0.0,0.0,-33.374571029053904,2.9698907410580824,-49.12795211273816,-25.779648330051415
20151106,0.0,0.0,-34.05587244460623,2.2339052234765746,-48.88680834227953,-26.211276266859638
20151109,0.0,0.0,-34.163757327811794,1.626686001386055,-49.09345667961637,-26.497454542190294
20151110,0.0,0.0,-35.16858763039803,1.1030688482941953,-49.31234533470734,-28.857287723953576
20151111,0.0,0.0,-36.14992819632492,0.665100787438166,-49.5088890620679,-32.73987762494016
20151112,0.0,0.0,-36.97844837809386,0.3164153435675383,-49.6060767176618,-35.13041502464652
20151113,0.0,0.0,-37.5286728484279,-9.870885369723705,-49.7688665841007,-35.816904266138735
20151116,0.0,0.0,-38.35447588464906,-18.152858593502827,-51.79836838481757,-35.84194753161578
20151117,0.0,0.0,-39.079393888205864,-24.975201938437596,-53.467040972168384,-35.88114194807713
20151118,0.0,0.0,-39.78704567799585,-30.802570058832313,-54.79095435626798,-35.93870482777266
20151119,0.0,0.0,-39.63333177624272,-34.84304424459025,-55.805449531702315,-35.703017560737685
20151120,0.0,0.0,-39.51421280982397,-38.87971146412857,-56.94094261816568,-35.49453027288551
20151123,0.0,0.0,-39.44332049463253,-41.827348212334066,-56.221597018513485,-34.79555254475144
20151124,0.0,0.0,-40.18763242748982,-41.91494279869326,-55.80432010673375,-33.20715535788804
20151125,0.0,0.0,-38.46501235410665,-41.34822131546241,-52.624854784396476,-31.893539050011746
20151126,0.0,0.0,-37.189303620270174,-39.257565830181164,-49.996451296335955,-30.210516622660233
20151127,0.0,0.0,-34.60998112783775,-37.46716885141536,-46.914828079268624,-28.833410074090036
20151130,0.0,0.0,-32.04996838575807,-35.779395217388185,-44.16286061507641,-27.43739839932268
20151201,0.0,0.0,-29.990037281803072,-34.33159941293911,-41.85105814946706,-26.387541059760178
20151202,0.0,0.0,-28.305460586005186,-33.17262053587644,-39.97847005789601,-25.51369324724672
20151203,0.0,0.0,-26.92575903613786,-32.20254854548684,-38.38061070890978,-24.79930146436539
20151204,0.0,0.0,-25.71237333112387,-31.47102881722873,-37.01330088225966,-24.205882417488567
20151207,0.0,0.0,-24.6679753164025,-30.951951478015193,-35.78317924733114,-23.766069546905577
20151208,0.0,0.0,-23.78016752394234,-30.338872195929852,-34.853781677379274,-23.367771858176983
20151209,0.0,0.0,-22.937683815957698,-29.716376223580987,-33.6385134325161,-22.934692664853483
20151210,0.0,0.0,-22.096981632086933,-29.26145605575357,-32.58492728290649,-22.5766547535576
20151211,0.0,0.0,-21.420775873944887,-28.913647087533008,-31.729712390604597,-22.48492629287227
20151214,0.0,0.0,-20.87159229289111,-28.549182112794647,-31.086087775723374,-22.491887367940496
20151215,0.0,0.0,-20.328277039633132,-28.19134637967808,-30.327601300019666,-22.318409945406646
20151216,0.0,0.0,-19.888410117171084,-22.956609581808753,-29.404973223506857,-22.181419623407027
20151217,0.0,0.0,-19.60909916016508,-18.670379893793086,-28.707369847064584,-22.145853990244873
20151218,0.0,0.0,-19.367740587362952,-20.352392406691518,-28.14518655184128,-22.148808311430603
20151221,0.0,0.0,-19.2023725382371,-21.87060537405441,-27.857592991056137,-22.47929565792046
20151222,0.0,0.0,-19.085324756419375,-23.426141602703414,-27.396681618596535,-23.313504895454933
20151223,0.0,0.0,-15.526555513903379,-19.034657688246924,-22.290510624123833,-23.988087491965754
20151224,0.0,0.0,-16.68000742673113,-15.41253157407423,-18.116259162556165,-25.295017980229836
20151225,0.0,0.0,-18.31634728330888,-5.3270694132674,-14.710478916410512,-26.335530106097178
20151228,0.0,0.0,-20.28861250365559,-4.530907377901853,-17.028960927150823,-27.89197086153918
20151229,0.0,0.0,-22.116508526619967,-3.8939262498922935,-13.82217987818379,-29.198039007697293
20151230,0.0,0.0,-23.48636269404321,4.690563553944281,-11.204374932067775,-30.159982901008554
20151231,0.0,0.0,-24.386557335436095,11.744547046331284,-9.062809513986435,-24.540953931117652
20160104,0.0,0.0,-25.22397850014405,17.499746024211046,-7.3114674048354,-19.942989929355377
20160105,0.0,0.0,-26.399951918780815,22.211169612161154,-5.874283040359993,-16.178646488714598
20160106,0.0,0.0,-27.04021379768512,26.638344471261533,-4.7024917768530745,-13.10819652696051
20160107,0.0,0.0,-21.99365793714138,30.621406270130855,-3.7411124646977676,-10.593047665042592
20160108,0.0,0.0,-17.841963843163764,33.95271641377553,1.868935890632168,-14.700144194061236
20160111,0.0,0.0,-21.06969922826983,35.27281492335946,6.3612846269012495,-17.89751373838173
20160112,0.0,0.0,-23.73746419820285,36.46068047325726,10.021748526689338,-20.56280156807441
20160113,0.0,0.0,-26.455144939745406,37.55145265271217,13.14633598822947,-16.67861494941291
20160114,0.0,0.0,-28.461579350461196,30.55826439029667,15.935172985704284,-19.146961503172076
20160115,0.0,0.0,-30.056548047636298,24.84184396006396,18.217829638526418,-21.1897722020564
20160118,0.0,0.0,-31.059345397340625,27.442488184016902,20.085146238513325,-17.21513644622765
20160119,0.0,0.0,-31.705369783918368,29.159046470674628,21.876834071015573,-13.963317178055709
20160120,0.0,0.0,-32.05447474288202,29.956731557842353,23.642968178777615,-11.304191079076437
20160121,0.0,0.0,-32.286809003167036,30.920073616795655,26.144332529343746,-9.126002729779971
20160122,0.0,0.0,-32.42206486674641,31.64171412534689,28.201792146025788,-1.980403206490595
20160125,0.0,0.0,-32.582626017079335,25.747391899470117,30.490087397244746,-1.742531365029409
20160126,0.0,0.0,-32.683260681829765,20.924759853143556,32.29228808047936,3.983673281989668
20160127,0.0,0.0,-32.66431610258473,16.97739037017643,33.469774196316706,3.1366841587942123
20160128,0.0,0.0,-32.86022326642073,13.74537634460602,35.28437339424833,2.4404181447845885
20160129,0.0,0.0,-32.96834885789409,11.11160295541844,35.911262822225076,7.464371762364592
20160201,0.0,0.0,-33.03676335256313,8.957115219320812,36.542387426220486,11.806855564788318
20160202,0.0,0.0,-33.15280303102841,12.95310745923847,36.49963164583986,15.322433969812629
20160203,0.0,0.0,-33.736870271841006,16.144953609521703,37.01528157676156,18.477870953937163
20160204,0.0,0.0,-34.29709813702006,13.084618390792432,30.122511368320676,21.083191627597582
20160205,0.0,0.0,-34.86792564059116,16.34610584373691,31.965461327275754,23.492752725967136
20160215,0.0,0.0,-35.849612323550986,19.53849767950294,33.73836709846668,24.903740587195404
20160216,0.0,0.0,-36.55667998049231,21.81162724322688,35.15720594267077,25.973734893254733
20160217,0.0,0.0,-35.94579010022324,23.96932787736174,36.31500521201769,26.866139376613297
20160218,0.0,0.0,-29.27143418407264,25.78577083866208,37.21126261606427,28.914701109571386
20160219,0.0,0.0,-30.18191105158165,20.96050412154557,37.849813229147,30.43608620521885
20160222,0.0,0.0,-31.21140521613721,23.31717036090056,38.37592318017158,31.73344737672287
20160223,0.0,0.0,-32.18163524967922,25.716859224504407,38.789224154188744,32.585218451147824
20160224,0.0,0.0,-26.189898993418385,28.02878590797926,38.569086048675906,33.046991266813365
20160225,0.0,0.0,-27.900577079136003,29.335328491178846,38.121478319182714,33.34186756586667
20160226,0.0,0.0,-29.37859551886517,30.538127040454288,37.900923722387134,33.45062397713637
20160229,0.0,0.0,-30.486395701252405,24.83839004008384,37.773569469489445,33.67559785850944
20160301,0.0,0.0,-31.585615922499674,20.175145323448998,37.3994791733818,33.740255962823014
20160302,0.0,0.0,-32.58677878518073,23.12884737718574,37.23183303785976,33.82346194667596
20160303,0.0,0.0,-26.516035417096376,25.567306255614376,37.106222234847394,33.89400372672536
20160304,0.0,0.0,-21.54595888046043,28.061895456444976,37.82228197066472,34.185953590198274
20160307,0.0,0.0,-17.47790668000099,30.169761706903873,37.08123130070767,34.62273570322777
20160308,0.0,0.0,-14.166398569063219,32.78121707282717,36.566616104157454,34.98847532209228
20160309,0.0,0.0,-11.46559825486252,35.18808688793404,36.14765403467473,35.20113195047638
20160310,0.0,0.0,-9.264460073433806,28.608301329432056,35.75631790460969,35.26306412906176
20160311,0.0,0.0,-7.475994054189838,23.231247173328203,34.16575623666282,35.106493849680625
20160314,0.0,0.0,-6.012563708002522,18.811682348884794,32.7767074220016,36.31411396797171
20160315,0.0,0.0,-4.814976833195372,15.189643381081728,31.6654244189511,37.36498593309293
20160316,0.0,0.0,-3.8205870446760626,12.226918997300187,30.741928373980876,38.23610001359751
20160317,0.0,0.0,-3.010116057023574,9.793691967329176,29.94840580160494,39.05877766658416
20160318,0.0,0.0,-7.672050896001108,7.803544852447679,29.336195478605923,39.771826259107684
20160321,0.0,0.0,-1.077547484961577,6.183680732731214,28.835282161389085,40.08445016043119
20160322,0.0,0.0,4.169888785308583,4.849467358467476,28.257616941283803,40.683604386783095
20160323,0.0,0.0,8.387010157032998,3.7382413773913408,27.571647480415937,42.16500950534004
20160324,0.0,0.0,11.823007611465881,2.7838017217716198,27.131670917623293,34.29892346225605
20160325,0.0,0.0,9.563039875131759,2.0025941723872194,26.782148890251193,27.850805206435286
20160328,0.0,0.0,7.712730703653042,1.3645831121839642,26.46730378145874,22.58443627292858
20160329,0.0,0.0,11.35129704761164,0.8353402559933518,26.23270400762682,18.2699664613211
20160330,0.0,0.0,9.175420621793775,0.40195327342613224,25.676882539480157,14.737604227013943
20160331,0.0,0.0,7.393846115501901,0.04760911922670804,25.21961878137504,11.848826556740676
20160401,0.0,0.0,5.938285737219438,-0.20400877757275457,20.546618052093155,9.46428097574867
20160405,0.0,0.0,4.746936703332193,-0.4184372651493493,16.71608817059848,7.511403074605526
20160406,0.0,0.0,3.760153649946363,-0.5817657960965009,13.576882827727903,5.949644004164027
20160407,0.0,0.0,-3.300155319150052,-0.7083096192759037,11.007249632210927,4.670955434089898
20160408,0.0,0.0,-8.999554176439524,-0.8150163442791066,8.902899859026885,3.633134787544008
20160411,0.0,0.0,-14.76845409800909,-0.9132717086782273,7.169408954604489,2.77369798511895
20160412,0.0,0.0,-19.43557234259819,-0.9755261172745456,11.06017748000015,2.0846935357912972
20160413,0.0,0.0,-23.106526605141873,-1.030075820147465,13.986025954397723,1.5212678270179294
20160414,0.0,0.0,-18.74987959447876,-1.0733005979276646,16.36684920186699,1.0612012559059607
20160415,0.0,0.0,-22.15336920000343,-1.0631251275049998,18.18390222896329,0.7405566436623696
20160418,0.0,0.0,-24.92560537059926,-9.211676488941684,19.62459170455087,0.4770153912751449
20160419,0.0,0.0,-27.16141860919535,-16.154932390514986,15.951106680037913,0.2591040517741786
20160420,0.0,0.0,-29.373393222813334,-21.847652376098218,12.94026917680116,0.07705511782371152
20160421,0.0,0.0,-32.40648332795163,-26.471321175257053,10.467136205400557,-0.07083422852152264
20160422,0.0,0.0,-34.66844772187764,-29.733978101844354,8.443361597855796,-0.19166878863952275
20160425,0.0,0.0,-35.4989102628162,-32.41174734807813,11.98883804791139,-0.28936698330587884
20160426,0.0,0.0,-35.16979079586156,-34.56744190577139,14.585378462989892,-0.3659972400040831
20160427,0.0,0.0,-34.9070153261861,-36.30039108528552,11.827621899885076,-0.4286473721848658
20160428,0.0,0.0,-34.61685381300177,-36.63743960049915,9.563521041739397,-0.47135762399349057
20160429,0.0,0.0,-28.4569300309764,-36.88358467950317,7.71110016721914,-0.5064534481814531
20160503,0.0,0.0,-23.431131871643984,-37.532598123462954,6.185058077764928,-0.5353263367592892
20160504,0.0,0.0,-19.31844043908579,-37.83621836455562,4.933948405135723,-0.5524199268028115
20160505,0.0,0.0,-15.93504106737088,-38.0741859103881,3.9164074327960163,-0.5702901750592325
20160506,0.0,0.0,-13.159548820232853,-37.74886600748673,3.0842768321917404,-0.5749011481853524
20160509,0.0,0.0,-10.885995664336274,-37.50240167003474,2.4046478728138094,-0.5815861236305536
20160510,0.0,0.0,-9.008800304650189,-37.16584640007421,1.8532405543680408,-0.58723169168026
20160511,0.0,0.0,-7.46865848046128,-37.12805118552794,1.4021142376825588,-0.5945437065315272
20160512,0.0,0.0,-6.209391984084059,-37.2446533699053,1.0298540733062933,-0.6005509398159398
20160513,0.0,0.0,-5.179916572022316,-37.23771577423071,0.7253799938403624,-0.6042382090924413
20160516,0.0,0.0,0.31338619177610155,-38.111623772222195,6.037098594617985,-0.6343095733002855
20160517,0.0,0.0,4.593224403933352,-38.54866714334688,10.047255142514228,-0.6567709124479236
20160518,0.0,0.0,8.072598923329135,-38.94897513958208,13.313888912313828,-0.6748542526694125
20160519,0.0,0.0,10.921714507643008,-39.143236713287266,16.031231857078335,-0.6894167603946801
20160520,0.0,0.0,13.22272707567009,-39.22815803497434,13.001898833534074,-0.7003607832667302
20160523,0.0,0.0,15.168459401460764,-39.7296779149627,10.523486175400645,-0.7090902319977191
20160524,0.0,0.0,17.083532787680415,-40.125579345888184,2.9520757212658446,5.687743043922657
